RegionID,SizeRank,RegionName,RegionType,StateName,2018-01-31,2018-02-28,2018-03-31,2018-04-30,2018-05-31,2018-06-30,2018-07-31,2018-08-31,2018-09-30,2018-10-31,2018-11-30,2018-12-31,2019-01-31,2019-02-28,2019-03-31,2019-04-30,2019-05-31,2019-06-30,2019-07-31,2019-08-31,2019-09-30,2019-10-31,2019-11-30,2019-12-31,2020-01-31,2020-02-29,2020-03-31,2020-04-30,2020-05-31,2020-06-30,2020-07-31,2020-08-31,2020-09-30,2020-10-31,2020-11-30,2020-12-31,2021-01-31,2021-02-28,2021-03-31,2021-04-30,2021-05-31,2021-06-30,2021-07-31,2021-08-31,2021-09-30,2021-10-31,2021-11-30,2021-12-31,2022-01-31,2022-02-28,2022-03-31,2022-04-30,2022-05-31,2022-06-30,2022-07-31,2022-08-31,2022-09-30,2022-10-31,2022-11-30,2022-12-31,2023-01-31,2023-02-28,2023-03-31,2023-04-30,2023-05-31,2023-06-30,2023-07-31,2023-08-31,2023-09-30
394358,20,"Baltimore, MD",msa,MD,421490.0,454333.0,415000.0,455884.5,454535.0,426143.0,430000.0,389563.5,427793.0,419663.0,408900.0,440000.0,408000.0,431358.5,412495.0,429250.0,411340.0,419301.5,415000.0,415890.0,437265.0,479995.0,405395.0,395983.5,425000.0,443530.0,429990.0,430340.0,424500.0,440650.0,445000.0,446348.0,470000.0,463754.815,451458.5,477495.0,450000.0,481583.0,464500.0,500862.0,486383.0,493190.0,528452.0,527767.5,524314.5,540078.0,540870.0,581997.5,509247.0,515874.0,561091.5,590850.0,575000.0,520215.0,505655.0,533295.0,535000.0,568995.0,541240.0,521945.0,524990.0,566935.0,562450.5,581575.0,565000.0,610000.0,552862.5,563267.5,558877.5
395121,21,"St. Louis, MO",msa,MO,275961.5,279450.0,270621.5,283728.0,251984.5,287022.5,286085.0,275000.0,295000.0,303800.0,301457.16500000004,322979.0,266500.0,285000.0,275000.0,263704.0,270417.5,304419.0,285137.0,294824.5,285750.0,313682.0,306219.5,268301.0,268950.0,270000.0,289500.0,275603.0,282400.0,293950.0,295000.0,303939.0,285000.0,306585.0,315000.0,290177.5,298971.0,297500.0,306028.0,329000.0,319900.0,321891.0,320000.0,323125.55,331716.0,336900.0,351400.0,364900.0,347301.0,369775.0,368120.0,370806.0,419950.0,393066.0,366660.0,366549.5,371005.5,410000.0,377960.0,370053.0,366860.0,321410.0,366340.0,382434.0,366680.0,385000.0,362500.0,379900.0,353783.5
394943,22,"Orlando, FL",msa,FL,307050.0,306000.0,328000.0,330000.0,315000.0,328300.0,332000.0,335999.0,329500.0,317503.5,319600.0,325196.0,314550.0,328975.0,319450.0,321700.0,296775.0,295000.0,310990.0,310000.0,302200.0,299900.0,323500.0,305000.0,301400.0,310000.0,307200.0,314950.0,312300.0,320000.0,316325.0,336871.0,325000.0,343175.0,329952.5,324250.0,329995.0,340490.0,342100.0,338902.5,350000.0,365320.0,372198.0,375000.0,390120.0,401597.0,389950.0,385990.0,396250.0,393386.0,402006.0,427295.0,416095.0,422245.0,424950.0,417250.0,453551.0,450000.0,434161.0,425540.0,417677.5,424540.0,419000.0,432000.0,440990.0,433836.0,429230.0,430000.0,432000.0
394458,23,"Charlotte, NC",msa,NC,315500.0,299900.0,300500.0,304709.5,315000.0,333500.0,331000.0,312852.5,315000.0,316900.0,335000.0,307250.0,304820.0,312000.0,319500.0,307600.5,333000.0,325500.0,329000.0,320825.0,310000.0,323000.0,306188.5,324322.5,306750.0,310492.5,334990.0,330000.0,321450.0,324000.0,329000.0,334990.0,330977.0,346250.0,335290.5,320900.0,347091.0,353511.5,359094.0,363937.5,360299.0,359740.0,358670.5,375575.0,364447.5,375000.0,418000.0,414500.0,418862.0,420000.0,436500.0,437560.0,435000.0,437441.0,440000.0,454900.0,449059.5,455917.5,449752.5,447190.0,419990.0,407850.0,418550.0,415309.0,425000.0,400215.5,409590.0,403390.0,414350.0
395055,24,"San Antonio, TX",msa,TX,264900.0,262499.0,278000.0,271249.5,285950.0,271950.0,267900.0,276667.0,264096.0,274990.0,273978.0,283173.0,273845.5,269900.0,269450.0,258357.5,259900.0,256950.0,266042.0,257456.5,259990.0,263017.5,262550.0,274999.5,248335.0,253450.0,250320.5,247900.0,251462.5,258900.0,261230.0,266004.5,269706.0,266239.5,264945.0,274900.0,274900.0,265050.0,268450.0,279000.0,277707.0,286359.5,287000.0,287749.5,298147.5,325000.0,319900.0,324190.0,320679.0,312990.0,323000.0,321900.0,333185.0,341000.0,329225.0,330500.0,331900.0,329900.0,329990.0,346490.0,318500.0,307369.0,321000.0,320604.0,311290.0,317999.5,319990.0,324950.0,324500.0
394998,25,"Portland, OR",msa,OR,460700.0,429930.0,437970.0,442402.5,469950.0,470497.5,474486.0,480410.5,454310.0,490000.0,496046.0,480000.0,465000.0,475000.0,471500.0,460051.0,459900.0,441500.0,441500.0,445975.0,450675.0,459150.0,455699.5,463850.0,465500.0,464121.5,454477.5,453400.0,441115.0,451797.5,470000.0,481777.5,487375.0,509900.0,508932.5,497464.0,470000.0,472150.0,481400.0,479600.0,482611.0,486450.0,498200.0,508407.5,519200.0,545800.0,543929.0,535717.0,561900.0,538406.0,570873.5,584264.5,581696.0,595000.0,605900.0,600900.0,600290.0,618279.0,587854.5,560000.0,544000.0,575000.0,589900.0,599475.0,592550.0,599930.0,591900.0,556724.0,540290.0
395045,26,"Sacramento, CA",msa,CA,454045.0,470000.0,479000.0,501000.0,480500.0,488500.0,489000.0,483000.0,499000.0,503000.0,495000.0,504255.0,489000.0,494000.0,488500.0,510500.0,494500.0,521000.0,521000.0,500000.0,536000.0,500000.0,499500.0,515000.0,493750.0,515000.0,521750.0,530250.0,505000.0,542500.0,537000.0,525000.0,556000.0,570000.0,518500.0,528500.0,524500.0,547536.0,551500.0,582000.0,578250.0,567750.0,559500.0,601000.0,552750.0,612000.0,666363.0,626000.0,647062.5,650500.0,661750.0,677750.0,668750.0,686637.0,696250.0,701500.0,698000.0,691500.0,630932.0,659980.0,593840.0,612000.0,620369.0,623600.0,629000.0,744380.0,694558.0,690750.0,675000.0
394982,27,"Pittsburgh, PA",msa,PA,288295.0,318961.0,319032.5,336897.5,336087.5,300000.0,306000.0,305110.0,310000.0,270875.0,292000.0,332900.0,337657.0,308200.0,330000.0,309950.0,303175.0,309990.0,327120.0,346673.0,308490.0,337495.0,349900.0,340000.0,313950.0,354990.0,305000.0,325000.0,384601.0,323900.0,339317.5,331995.0,327752.5,360990.0,344105.0,410080.0,369900.0,373347.5,358255.0,380000.0,410345.0,383410.0,391990.0,493256.0,429990.0,389825.0,429990.0,396427.0,404878.0,387655.0,458995.0,460495.0,446980.0,444470.0,466436.0,449990.0,455931.0,472700.0,376685.0,428270.0,500000.0,417950.0,427445.0,405239.0,448750.0,467975.0,407500.0,410000.0,411000.0
394466,28,"Cincinnati, OH",msa,OH,249900.0,245251.5,299900.0,253700.0,262150.0,251752.0,249900.0,233570.0,240900.0,268800.0,339010.0,306320.0,303516.5,281366.0,289000.0,245000.0,268853.0,269722.0,299990.0,303158.0,307250.0,300000.0,315000.0,317246.5,305000.0,275965.0,283420.0,342858.0,319129.0,294900.0,310000.0,298155.5,317777.5,320196.5,292000.0,320732.0,314383.5,341717.0,325494.5,329000.0,377587.0,345810.0,350000.0,354277.0,366868.0,383717.0,390000.0,402319.0,404369.0,419900.0,392404.0,382083.0,419900.0,392026.0,424990.0,377804.5,369345.0,380327.0,381169.0,393713.5,390000.0,381916.0,374900.0,380000.0,387235.5,399473.0,433450.0,397752.0,374900.0
394355,29,"Austin, TX",msa,TX,306705.0,297900.0,309742.0,310218.0,319900.0,327899.5,326990.0,344689.5,317820.0,324325.5,314990.0,325079.0,305000.0,317165.0,319995.0,321489.5,319450.0,315000.0,319453.0,327751.0,325000.0,319096.0,299990.0,310000.0,309640.0,307304.0,312000.0,313259.0,309935.0,306070.0,318975.0,319950.0,333990.0,339495.0,329950.0,348245.0,335000.0,319262.5,334502.5,356560.5,345405.0,360820.0,384346.0,405104.0,404670.0,450331.0,475000.0,475990.0,474645.0,465352.5,487950.0,476600.0,463645.0,491062.0,480290.0,474990.0,457855.0,466900.0,469565.0,468233.5,443120.0,426175.5,445396.5,459990.0,449990.0,464898.5,451102.5,444390.0,453363.0
